FIPS,1.22.2020,1.23.2020,1.24.2020,1.25.2020,1.26.2020,1.27.2020,1.28.2020,1.29.2020,1.30.2020,1.31.2020,2.1.2020,2.2.2020,2.3.2020,2.4.2020,2.5.2020,2.6.2020,2.7.2020,2.8.2020,2.9.2020,2.10.2020,2.11.2020,2.12.2020,2.13.2020,2.14.2020,2.15.2020,2.16.2020,2.17.2020,2.18.2020,2.19.2020,2.20.2020,2.21.2020,2.22.2020,2.23.2020,2.24.2020,2.25.2020,2.26.2020,2.27.2020,2.28.2020,2.29.2020,3.1.2020,3.2.2020,3.3.2020,3.4.2020,3.5.2020,3.6.2020,3.7.2020,3.8.2020,3.9.2020,3.10.2020,3.11.2020,3.12.2020,3.13.2020,3.14.2020,3.15.2020,3.16.2020,3.17.2020,3.18.2020,3.19.2020,3.20.2020,3.21.2020,3.22.2020,3.23.2020,3.24.2020,3.25.2020,3.26.2020,3.27.2020,3.28.2020,3.29.2020,3.30.2020,3.31.2020,4.1.2020,4.2.2020,4.3.2020,4.4.2020,4.5.2020,4.6.2020,4.7.2020,4.8.2020,4.9.2020,4.10.2020,4.11.2020,4.12.2020,4.13.2020,4.14.2020,4.15.2020,4.16.2020,4.17.2020,4.18.2020,4.19.2020,4.20.2020,4.21.2020,4.22.2020,4.23.2020,4.24.2020,4.25.2020,4.26.2020,4.27.2020,4.28.2020,4.29.2020,4.30.2020,5.1.2020,5.2.2020,5.3.2020,5.4.2020,5.5.2020,5.6.2020,5.7.2020,5.8.2020,5.9.2020,5.10.2020,5.11.2020,5.12.2020,5.13.2020,5.14.2020,5.15.2020,5.16.2020,5.17.2020,5.18.2020,5.19.2020,5.20.2020,5.21.2020,5.22.2020,5.23.2020,5.24.2020,5.25.2020,5.26.2020,5.27.2020,5.28.2020,5.29.2020,5.30.2020,5.31.2020,6.1.2020,6.2.2020,6.3.2020,6.4.2020,6.5.2020,6.6.2020,6.7.2020,6.8.2020,6.9.2020,6.10.2020,6.11.2020,6.12.2020,6.13.2020,6.14.2020,6.15.2020,6.16.2020,6.17.2020,6.18.2020,6.19.2020,6.20.2020,6.21.2020,6.22.2020,6.23.2020,6.24.2020,6.25.2020,6.26.2020,6.27.2020,6.28.2020,6.29.2020,6.30.2020,7.1.2020,7.2.2020,7.3.2020,7.4.2020,7.5.2020,7.6.2020,7.7.2020,7.8.2020,7.9.2020,7.10.2020,7.11.2020,7.12.2020,7.13.2020,7.14.2020,7.15.2020,7.16.2020,7.17.2020,7.18.2020,7.19.2020,7.20.2020,7.21.2020,7.22.2020,7.23.2020,7.24.2020,7.25.2020,7.26.2020,7.27.2020,7.28.2020,7.29.2020,7.30.2020,7.31.2020,8.1.2020,8.2.2020,8.3.2020,8.4.2020,8.5.2020,8.6.2020,8.7.2020,8.8.2020,8.9.2020,8.10.2020,8.11.2020,8.12.2020,8.13.2020
36093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,14,14,14,32,32,32,44,55,62,66,72,76,80,85,93,101,110,117,128,138,145,149,167,191,194,199,204,235,237,245,295,295,295,295,336,352,288,297,431,449,457,469,479,501,514,521,527,535,537,551,551,558,571,571,575,581,587,597,603,613,620,629,631,633,638,645,648,658,664,668,673,676,680,686,689,693,696,701,701,706,710,711,712,715,716,717,721,723,725,732,735,737,738,746,749,754,761,770,772,778,781,786,792,799,800,805,816,824,831,834,838,843,844,848,852,856,864,868,883,891,896,902,910,915,915,926,936,946,955,975,987,990,998,1010,1018,1023,1032,1035,1037,1041,1045,1050,1055,1058,1058,1060,1075,1079,1084
36119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,18,19,57,83,98,98,121,148,158,172,178,220,380,538,798,1091,1387,1873,2894,3891,4691,5944,7187,7875,8519,9326,9967,10683,11567,12351,13081,13723,14294,14294,15887,17004,18077,18729,19313,19786,20191,20947,21828,22476,23179,23803,24306,24656,25276,25959,26633,27231,27664,28007,28245,28626,28970,29232,29626,29884,30097,30240,30426,30708,30905,31087,31294,31384,31472,31611,31792,31943,32097,32224,32323,32402,32517,32673,32767,32881,32968,33049,33107,33186,33293,33349,33429,33481,33552,33633,33691,33767,33854,33924,33954,34000,34035,34076,34106,34175,34253,34290,34327,34358,34385,34409,34455,34486,34521,34557,34581,34597,34642,34700,34748,34780,34798,34838,34866,34912,34980,35020,35043,35084,35106,35154,35183,35226,35260,35297,35327,35366,35394,35422,35463,35503,35515,35551,35587,35636,35667,35700,35738,35777,35799,35838,35874,35913,35933,35974,35998,36014,36049,36075,36107,36136,36180,36205,36233,36272,36324,36357
37021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,8,12,12,15,15,17,19,20,22,22,22,31,31,31,33,33,37,37,36,37,37,37,38,39,43,47,47,47,47,48,49,49,52,52,52,54,55,60,68,69,72,73,77,78,79,88,88,92,100,102,105,108,116,138,152,168,176,176,183,183,246,251,262,276,277,279,303,310,323,335,346,354,361,374,382,389,396,399,401,408,417,426,439,449,456,461,464,478,484,494,501,504,509,514,519,528,536,547,574,591,603,624,625,646,675,693,711,737,777,802,845,865,898,928,957,992,1044,1108,1140,1174,1223,1248,1292,1344,1400,1445,1473,1505,1538,1576,1605,1657,1689,1715,1741,1757,1785,1815,1850,1884,1898,1905,1929,1965
37025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,5,6,6,10,12,18,22,31,32,38,47,47,50,58,65,69,76,81,88,88,94,107,117,165,190,204,204,207,207,208,212,223,232,236,249,249,261,264,275,275,303,308,310,313,317,320,326,333,338,341,352,352,356,361,371,371,372,380,385,385,400,400,423,428,438,449,456,457,457,473,478,500,508,508,511,530,546,571,588,599,617,617,662,685,686,711,716,729,769,773,805,835,869,888,888,930,936,983,1021,1064,1164,1164,1164,1187,1237,1313,1343,1368,1399,1424,1454,1521,1580,1640,1677,1721,1754,1795,1828,1902,1949,1970,1989,2028,2050,2094,2129,2164,2184,2212,2248,2316,2342,2375,2406,2504,2504,2504,2520,2594,2603,2630,2630,2655,2681,2714
37037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,6,9,11,12,13,14,16,16,19,19,21,21,21,21,24,26,26,37,63,69,75,81,81,85,101,119,127,131,135,156,179,211,240,262,274,287,316,343,375,378,383,403,412,421,435,447,455,458,461,468,490,495,504,507,512,512,543,543,564,573,578,588,588,588,595,610,630,634,637,638,660,677,690,720,723,733,733,749,759,780,784,808,808,813,821,841,848,860,882,882,890,901,910,916,924,936,947,950,956,964,975,984,990,994,999,1001,1009,1035,1041,1052,1061,1067,1072,1076,1088,1100,1106,1109,1116,1124,1128,1144,1162,1175,1181,1188,1193,1200,1208,1220,1234,1245,1255,1261,1274,1290,1295,1300,1305,1305,1308,1323
37051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,8,8,8,8,13,15,18,24,27,35,42,45,48,62,66,72,75,82,84,84,86,90,94,105,113,113,113,127,133,154,189,199,200,200,224,224,238,286,289,289,289,320,330,356,356,356,368,368,399,425,426,439,463,468,471,471,511,529,569,569,584,588,590,600,622,662,682,697,712,712,721,733,754,768,775,781,802,811,828,855,874,888,895,904,935,948,965,988,1008,1014,1031,1053,1065,1121,1121,1142,1157,1180,1218,1266,1311,1337,1355,1374,1484,1484,1490,1572,1558,1613,1633,1686,1802,1802,1829,1888,1917,1935,2032,2106,2142,2257,2276,2318,2357,2489,2494,2560,2636,2694,2734,2817,2833,2880,3021,3021,3042,3081,3162,3286,3286,3276
37057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,4,12,14,16,17,22,41,41,51,53,57,63,70,73,78,81,85,85,85,86,90,91,94,94,94,94,96,103,107,113,120,156,156,166,166,166,166,180,180,180,183,191,191,199,201,202,205,227,242,256,270,274,288,293,293,314,323,343,345,352,361,361,361,368,385,398,413,430,434,446,477,500,505,511,520,527,544,556,589,620,643,655,664,678,691,725,729,735,771,772,797,831,868,908,925,936,946,989,1012,1035,1056,1072,1102,1114,1134,1175,1210,1228,1247,1263,1277,1296,1320,1351,1392,1414,1421,1447,1457,1477,1496,1510,1527,1537,1553,1578,1606,1620,1635,1643,1653,1675,1690,1709,1730,1758,1781,1793,1797,1817,1836
37063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,16,27,35,39,40,41,41,71,74,93,93,113,113,107,122,126,147,159,182,186,191,219,236,243,259,275,278,290,324,349,376,388,399,409,435,439,439,500,541,546,555,555,712,724,733,741,755,767,767,800,818,841,872,876,886,886,914,932,949,968,980,1000,1009,1040,1105,1131,1216,1230,1262,1312,1353,1379,1411,1441,1552,1615,1677,1706,1828,1830,1921,2025,2114,2180,2247,2284,2370,2473,2569,2662,2712,2800,2841,2912,2983,3094,3196,3212,3244,3340,3402,3451,3532,3571,3627,3679,3752,3830,3940,3992,4039,4107,4176,4208,4277,4326,4425,4499,4604,4655,4733,4827,4911,4987,5049,5110,5169,5220,5269,5370,5436,5487,5535,5567,5629,5687,5761,5830,5871,5917,5946,5989,6038,6080,6114,6171,6200,6221,6231,6298
37067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,5,7,12,12,12,14,15,17,24,33,35,40,42,57,63,80,88,89,99,106,108,113,111,115,115,117,121,125,125,126,126,126,126,131,141,143,146,152,153,156,183,210,242,245,266,267,271,287,329,332,353,369,386,395,445,495,555,616,627,651,698,698,749,773,869,889,920,969,1012,1022,1081,1207,1253,1347,1441,1441,1517,1560,1660,1721,1774,1816,1898,1925,1967,2051,2128,2204,2250,2283,2333,2372,2463,2497,2524,2575,2615,2679,2715,2788,2871,2935,2978,2996,3077,3132,3185,3233,3290,3353,3423,3450,3525,3580,3622,3675,3731,3785,3850,3946,4008,4122,4196,4220,4297,4343,4402,4470,4515,4556,4607,4654,4703,4791,4833,4883,4925,4955,5007,5028,5091,5148,5213,5273,5286,5317,5381,5440
37071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,6,12,17,17,21,25,27,31,33,39,43,47,58,58,62,68,73,80,81,86,86,91,95,110,110,111,112,120,124,126,127,132,136,139,139,140,140,150,150,150,152,152,155,157,161,168,178,178,178,195,201,201,201,203,208,208,210,220,247,247,247,247,255,255,255,261,276,286,286,288,297,301,320,347,364,366,383,392,406,452,484,515,525,549,576,621,671,705,737,771,803,842,869,912,972,1004,1041,1083,1139,1168,1250,1291,1325,1385,1443,1479,1547,1640,1742,1811,1859,1946,2003,2076,2120,2189,2267,2320,2359,2432,2500,2569,2635,2692,2736,2777,2805,2863,2939,2994,3013,3035,3083,3124,3222,3263,3299,3322,3339,3358,3392,3438
37081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,7,11,11,16,22,24,31,34,39,44,50,55,74,88,94,96,104,119,122,125,127,134,135,138,138,151,160,171,176,176,176,201,233,240,275,304,314,314,345,358,381,415,437,439,443,464,527,536,553,574,592,641,649,683,720,767,776,846,872,872,916,931,977,1033,1049,1073,1092,1143,1173,1195,1227,1264,1288,1318,1415,1445,1508,1573,1614,1665,1779,1853,1853,1899,1983,2032,2061,2103,2194,2230,2281,2352,2402,2434,2462,2527,2586,2645,2690,2743,2775,2812,2891,2946,3000,3055,3094,3149,3208,3275,3361,3440,3495,3604,3682,3760,3840,3877,3949,4061,4127,4198,4314,4412,4486,4599,4651,4691,4789,4862,4932,5042,5093,5167,5209,5254,5310,5335,5428,5498,5580,5651,5670,5704,5753,5826
37119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,7,11,14,30,43,77,77,97,142,170,204,259,299,336,382,420,444,533,601,650,664,741,810,848,861,906,935,954,970,993,1015,1098,1136,1153,1183,1231,1255,1331,1377,1407,1450,1482,1492,1519,1567,1627,1651,1699,1724,1734,1787,1870,1922,1989,2043,2074,2134,2158,2283,2342,2385,2504,2591,2652,2652,2780,2780,3001,3142,3231,3380,3403,3478,3605,3837,4028,4250,4412,4519,4670,4842,5057,5358,5509,5682,5682,5861,6155,6538,6862,7131,7321,7468,7563,7804,8166,8511,8752,8956,9086,9333,9614,9944,10287,10592,10863,11170,11534,11803,12233,12576,12806,13111,13317,13489,13757,14157,14607,15024,15319,15680,15950,16360,16657,17047,17379,17571,17800,18079,18403,18703,19041,19268,19480,19707,19924,20261,20502,20679,20864,21054,21316,21517,21704,21876,22066,22255,22315,22462,22612,22803
37129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,10,10,14,15,25,25,27,34,34,42,42,42,47,47,51,53,53,55,55,59,61,62,63,66,68,68,68,68,69,69,74,76,76,78,79,79,79,79,79,79,79,89,91,97,97,97,97,107,117,117,117,124,127,127,127,140,140,142,146,152,152,153,156,163,168,171,193,193,195,208,208,225,225,230,252,259,270,278,304,304,315,334,356,385,413,421,449,489,535,557,611,611,715,715,765,805,810,840,1018,1018,1018,1063,1095,1118,1225,1260,1325,1371,1430,1438,1451,1484,1560,1594,1652,1712,1752,1779,1835,1889,1950,1991,2073,2073,2086,2119,2212,2283,2283,2285,2322,2337,2449,2449,2449,2566,2566,2566,2566,2630,2696,2696,2644
37133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,7,7,8,10,16,17,21,23,24,26,28,34,34,34,35,36,37,37,37,37,37,38,38,39,40,44,42,43,43,43,45,46,51,51,51,51,52,53,53,54,53,56,58,63,63,67,70,71,75,75,80,80,87,94,97,98,98,98,98,100,108,110,110,112,114,117,120,121,134,134,134,136,145,149,156,159,160,166,178,180,188,206,211,213,215,224,229,243,261,261,270,290,308,324,334,339,345,353,364,367,399,448,448,448,448,489,489,489,507,547,558,585,628,628,702,702,707,712,722,838,838,838,890,917,930,934,961,987,1015,1026,1047,1065,1079,1108,1138,1154
37147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,6,6,6,8,8,10,15,20,27,27,29,33,35,36,36,44,51,57,60,62,63,65,69,72,80,85,89,93,93,96,99,101,104,143,111,111,116,120,123,124,128,129,135,144,147,152,160,162,165,169,178,182,185,196,202,207,213,213,228,228,246,254,257,264,267,267,273,286,295,304,313,316,321,326,332,382,394,397,397,416,432,451,464,481,493,500,502,507,528,553,561,567,579,602,617,638,650,660,679,696,709,732,758,785,804,822,844,858,876,894,913,946,963,986,1000,1040,1079,1154,1173,1215,1239,1293,1313,1376,1421,1472,1519,1548,1579,1639,1699,1739,1766,1795,1802,1833,1875,1899,1962,2020,2036,2054,2105,2161
37183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,7,8,11,14,15,15,22,25,32,32,52,52,66,73,100,123,123,146,166,193,213,251,275,283,304,314,351,365,385,391,424,470,476,501,537,556,574,579,592,605,613,613,633,640,651,663,752,782,814,833,855,870,887,891,928,958,981,1008,1022,1038,1051,1076,1102,1132,1165,1199,1212,1253,1253,1307,1326,1393,1434,1448,1471,1509,1523,1604,1661,1683,1747,1773,1841,1901,1977,2067,2155,2235,2300,2378,2541,2601,2769,2892,3011,3099,3163,3249,3385,3529,3721,3884,4035,4106,4333,4347,4551,4675,4816,5009,5178,5298,5453,5651,5810,5980,6231,6299,6471,6704,7065,7204,7447,7668,7901,8030,8198,8354,8628,8768,8897,9093,9252,9377,9630,9819,9991,10240,10289,10464,10684,10859,10969,11113,11305,11337,11425,11576,11774,11906,12028,12110,12148,12263,12406
38017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,6,6,11,18,20,24,32,34,43,46,48,54,65,70,77,83,88,95,107,116,123,135,152,152,197,212,246,255,274,290,318,357,397,431,472,492,513,542,572,605,630,643,686,709,752,781,805,821,866,935,991,1032,1106,1147,1173,1229,1277,1370,1442,1487,1528,1564,1580,1596,1632,1661,1685,1705,1744,1762,1783,1803,1834,1880,1911,1917,1930,1958,1984,2006,2037,2044,2058,2067,2084,2091,2104,2118,2138,2143,2146,2165,2171,2181,2193,2208,2233,2245,2260,2277,2295,2323,2334,2351,2358,2373,2402,2421,2442,2464,2492,2503,2522,2547,2584,2613,2639,2663,2673,2715,2734,2762,2765,2794,2816,2841,2850,2872,2897,2917,2922,2932,2938,2958,2977,3006,3028,3039,3046,3058,3073,3088
39035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,11,11,24,31,38,53,69,92,125,149,167,206,259,330,370,440,493,527,589,663,780,781,826,871,911,960,1014,1052,1113,1152,1197,1239,1281,1331,1383,1453,1466,1577,1653,1713,1768,1817,1867,1902,1938,1984,2030,2126,2217,2305,2338,2398,2428,2542,2591,2668,2755,2795,2861,2908,2979,3066,3156,3223,3321,3410,3463,3512,3667,3762,3851,3927,3963,4060,4137,4211,4318,4369,4444,4508,4581,4669,4732,4789,4827,4858,4910,4939,5011,5057,5112,5144,5175,5220,5271,5336,5404,5481,5555,5633,5734,5820,5964,6111,6287,6429,6571,6694,6831,7013,7013,7392,7571,7724,7883,8048,8277,8518,8786,8979,9208,9359,9509,9784,9985,10215,10438,10553,10713,10828,11015,11206,11404,11584,11697,11788,11938,12088,12212,12399,12518,12646,12753,12881,13011,13141,13269,13414,13514,13640,13734,13869,13999
39041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,6,7,11,12,15,20,26,31,38,42,47,50,61,69,70,77,77,79,84,88,89,94,96,99,108,114,119,119,123,122,127,128,132,137,138,143,148,151,153,160,163,168,175,179,184,190,196,199,211,220,222,232,234,240,241,257,258,263,266,277,280,282,292,296,300,302,302,310,320,331,337,337,340,344,355,360,366,368,369,378,384,387,389,394,398,402,403,403,410,412,419,427,433,439,441,449,458,461,471,482,494,518,518,541,553,568,582,588,617,645,675,698,724,763,784,806,829,871,902,916,940,959,977,991,1024,1048,1060,1073,1095,1112,1141,1168,1180,1194,1206,1219,1241,1263,1273,1292,1301,1316,1344,1365,1378
39045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,8,14,14,13,14,22,28,32,36,46,54,59,65,68,73,78,81,84,90,92,96,95,97,97,99,101,106,109,108,110,114,116,121,129,137,138,140,150,152,155,158,162,171,177,177,178,188,191,198,203,203,205,208,215,217,222,229,233,240,240,246,248,251,258,259,267,280,301,310,314,318,321,326,333,336,342,348,353,360,364,370,374,387,392,398,404,409,414,426,433,438,448,458,470,476,481,503,503,529,543,559,572,585,605,614,643,667,692,719,751,773,787,834,874,897,916,934,970,988,1018,1048,1057,1091,1102,1141,1177,1216,1228,1238,1254,1264,1285,1309,1332,1367,1387,1400,1416,1432,1449
39049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,7,10,14,21,34,44,75,88,109,152,222,247,281,325,391,441,503,557,597,644,703,761,802,850,894,943,1012,1053,1102,1212,1320,1403,1513,1510,1557,1598,1673,1768,1839,1942,2005,2090,2216,2441,2589,2698,2905,2988,3097,3237,3377,3615,3710,3777,3881,4002,4113,4227,4330,4420,4493,4574,4706,4793,4885,4996,5097,5188,5310,5414,5486,5566,5674,5773,5862,5933,5996,6112,6216,6323,6406,6512,6586,6667,6741,6844,6918,7030,7076,7202,7289,7365,7487,7590,7694,7794,7915,8029,8144,8310,8511,8694,8840,8982,9148,9338,9338,9825,10023,10271,10410,10587,10879,11122,11433,11724,12035,12301,12574,12823,13099,13412,13778,14001,14246,14432,14736,14993,15301,15548,15682,15862,16042,16311,16630,16842,16952,17107,17254,17404,17619,17834,18006,18182,18317,18483,18697,18965,19124
39061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,19,26,38,48,53,63,71,85,101,124,154,178,203,288,319,394,411,437,473,504,529,535,558,576,594,615,658,701,718,735,768,785,868,932,975,1005,1048,1091,1150,1218,1297,1353,1380,1434,1480,1527,1572,1664,1731,1757,1823,1859,1886,1927,1961,2007,2047,2082,2138,2167,2228,2279,2349,2403,2458,2492,2523,2555,2603,2642,2672,2698,2721,2739,2767,2811,2831,2860,2891,2918,2975,3011,3078,3130,3185,3250,3316,3374,3508,3634,3744,3829,4020,4098,4189,4337,4491,4661,4794,4922,5010,5224,5224,5605,5770,5924,6019,6158,6287,6396,6563,6781,6950,7046,7179,7279,7415,7586,7703,7828,7923,8020,8071,8203,8325,8436,8497,8591,8633,8702,8872,8977,9048,9110,9160,9248,9297,9374,9493,9583,9643,9689,9766,9844,9917
39095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,7,10,13,23,35,48,67,94,114,133,171,206,233,272,302,321,347,371,403,443,490,503,514,540,596,644,682,724,789,823,853,878,936,985,1033,1104,1130,1166,1208,1251,1297,1331,1376,1429,1478,1527,1583,1665,1710,1757,1806,1836,1858,1883,1921,1945,1960,1986,1999,2021,2056,2071,2087,2107,2126,2152,2162,2178,2202,2241,2267,2277,2282,2296,2313,2329,2340,2348,2354,2372,2390,2394,2411,2419,2428,2457,2460,2462,2468,2478,2483,2490,2511,2516,2527,2534,2538,2549,2567,2584,2600,2628,2628,2669,2700,2723,2752,2788,2836,2859,2889,2952,3007,3079,3110,3162,3214,3296,3387,3486,3567,3629,3742,3853,3927,4006,4077,4146,4304,4407,4521,4658,4762,4852,4944,5035,5114,5155,5207,5288,5348,5377,5448,5512,5544
39099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,14,18,23,28,42,51,68,80,84,117,153,177,192,220,250,261,272,300,305,334,358,375,417,443,469,486,512,547,572,589,604,621,635,666,688,721,737,764,784,804,828,853,883,937,961,998,1024,1044,1087,1104,1119,1144,1150,1163,1174,1185,1199,1212,1226,1247,1252,1277,1295,1317,1334,1341,1347,1367,1397,1405,1428,1431,1438,1456,1463,1466,1486,1502,1511,1516,1522,1529,1563,1576,1586,1595,1600,1607,1606,1619,1632,1639,1654,1665,1669,1680,1682,1695,1705,1720,1736,1741,1752,1752,1805,1818,1825,1832,1849,1861,1885,1907,1928,1948,1971,1996,2007,2027,2055,2073,2089,2119,2148,2187,2188,2214,2232,2258,2280,2306,2321,2349,2371,2383,2393,2411,2437,2470,2477,2502,2532,2554,2566,2595,2623,2644
39113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,7,10,14,14,19,20,25,31,37,41,49,57,69,84,109,132,147,156,161,175,198,201,205,211,213,222,229,232,235,237,241,250,251,256,260,262,266,279,285,293,311,316,320,328,332,345,356,369,390,422,433,442,468,489,500,504,520,531,539,554,561,578,593,605,609,617,637,651,656,663,684,688,695,720,734,766,791,817,835,847,874,901,934,969,992,1026,1058,1118,1174,1214,1263,1292,1345,1392,1465,1527,1553,1603,1646,1704,1784,1784,1918,1931,1981,2034,2134,2201,2283,2378,2440,2513,2579,2647,2724,2777,2867,2939,2987,3018,3083,3200,3283,3353,3456,3501,3567,3653,3747,3845,3926,3970,4024,4057,4092,4114,4174,4229,4318,4362,4398,4438,4489,4544
39151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,5,6,8,10,12,13,13,16,22,25,29,44,45,52,67,72,92,95,109,110,114,120,125,133,154,167,171,176,204,210,221,224,237,251,266,290,294,303,310,312,324,333,347,363,379,398,405,414,427,450,464,479,500,511,515,526,538,548,553,558,595,610,620,642,655,670,682,685,697,700,705,716,723,727,736,743,752,782,803,813,817,821,827,839,845,847,855,863,870,881,891,908,918,927,942,957,960,963,977,990,1008,1016,1026,1042,1052,1052,1079,1091,1107,1123,1133,1156,1171,1196,1214,1225,1244,1252,1271,1294,1319,1341,1358,1379,1391,1412,1449,1483,1514,1516,1533,1563,1587,1619,1643,1661,1679,1690,1713,1756,1766,1783,1813,1827,1844,1884,1904,1931
